Abreviatura,Nombre,URL,URL,vencida,Esta en wikidata,URL Wikidata
 3dmet	Three-Dimensional Structure Database of Natural Metabolites	 http://www.3dmet.dna.affrc.go.jp/	NO	SI	https://www.wikidata.org/wiki/Q23948774	
 ricenetdb.reaction	RiceNetDB Reaction	 http://bis.zju.edu.cn/ricenetdb	NO	NO	por definir	
 rnacentral	RNAcentral	 https://rnacentral.org/	NO	NO	por definir	
 rnamod	The RNA Modification Database	 http://rna.rega.kuleuven.be/rnamods/	desconocido	NO	por definir	
 rnamods	RNA Modification Database	 http://rna-mdb.cas.albany.edu/RNAmods/rnaover.htm	NO	NO	por definir	
 rnao	RNA Ontology	 https://github.com/bgsu-rna/rnao	NO	NO	por definir	
 ro	OBO Relations Ontology	 http://obofoundry.org/ontology/ro.html	NO	NO	Aunque tiene propiedad wikidata, no tiene un url en ella	
 rouge	ROdent Unidentified Gene-Encoded large proteins	 http://www.kazusa.or.jp/rouge/	NO	NO	por definir	
 rrid	Research Resource Identifiers	 https://scicrunch.org/resolver	NO	NO	por definir	
 rs	Rat Strain Ontology	 http://rgd.mcw.edu/rgdweb/search/strains.html	NO	NO	por definir	
 runbiosimulations	runBioSimulations	 https://icahn.mssm.edu/	NO	NO	por definir	
 rxno	Name Reaction Ontology	 https://github.com/rsc-ontologies/rxno	NO	NO	Aunque tiene propiedad wikidata, no tiene un url en ella	
 rxnorm	RxNORM	 https://www.nlm.nih.gov/research/umls/rxnorm/	desconocido	SI	https://www.wikidata.org/wiki/Q7383767	
 sabiork.compound	SABIO-RK Compound	 http://sabiork.h-its.org/	NO	NO	por definir	
 sabiork.ec	SABIO-RK EC Record	 http://sabiork.h-its.org/	NO	NO	por definir	
 sabiork.kineticrecord	SABIO-RK Kinetic Record	 http://sabiork.h-its.org/	NO	NO	por definir	
 sabiork.reaction	SABIO-RK Biochemical Reaction Kinetics Database	 http://sabiork.h-its.org/	NO	NO	por definir	
 sael	Standards and Ontologies for Functional Genomics (SOFG) Anatomy Entry List	 URL no encontrado	SI	NO	por definir	
 salk	Salk Institute for Biological Studies Accession	 https://www.salk.edu/	desconocido	NO	por definir	
 sao	Subcellular Anatomy Ontology	 http://ccdb.ucsd.edu/CCDBWebSite/sao.html	SI	NO	por definir	
 sasbdb	Small angle scattering biological data bank	 http://www.sasbdb.org/	NO	NO	por definir	
 sbo	Systems Biology Ontology	 https://www.ebi.ac.uk/sbo/	NO	NO	por definir	
 scdo	Sickle Cell Disease Ontology	 https://scdontology.h3abionet.org/	NO	NO	por definir	
 schem	Selventa Chemicals	 https://raw.githubusercontent.com/OpenBEL/resource-generator/master/datasets	desconocido	NO	por definir	
 scholia.resource	Scholia Registry	 https://scholia.toolforge.org/	desconocido	NO	por definir	
 scomp	Selventa Complexes	 https://raw.githubusercontent.com/OpenBEL/resource-generator/master/datasets	desconocido	NO	por definir	
 scop	Structural Classification Of Proteins	 http://scop.mrc-lmb.cam.ac.uk/scop/	NO	NO	por definir	
 scopus	Scopus	 https://www.scopus.com	desconocido	NO	por definir	
 scretf	ScerTF	 http://stormo.wustl.edu/ScerTF/	NO	NO	por definir	
 sdbs	Spectral Database for Organic Compounds	 http://riodb01.ibase.aist.go.jp/sdbs/cgi-bin/direct_frame_top.cgi	NO	NO	por definir	
 sdgio	Sustainable Development Goals Interface Ontology	 https://github.com/SDG-InterfaceOntology/sdgio	desconocido	NO	por definir	
 sdis	Selventa Diseases	 https://raw.githubusercontent.com/OpenBEL/resource-generator/master/datasets	desconocido	NO	por definir	
 sedml.format	SED-ML data format	 http://sed-ml.org/	NO	NO	por definir	
 sedml.language	SED-ML model format	 http://sed-ml.org/	NO	NO	por definir	
 seed	SEED Subsystem	 http://seed-viewer.theseed.org/seedviewer.cgi	NO	NO	por definir	
 seed.compound	SEED Compound	 http://modelseed.org/	NO	NO	por definir	
 seed.reaction	SEED Reactions	 http://modelseed.org/biochem/reactions/	NO	NO	por definir	
 sep	Sample Processing and Separation Techniques Ontology	 https://psidev.info/sepcv	SI	NO	por definir	
 sepio	Scientific Evidence and Provenance Information Ontology	 http://ifomis.org/bfo	NO	NO	por definir	
 sfam	Selventa Families	 https://raw.githubusercontent.com/OpenBEL/resource-generator/master/datasets	desconocido	NO	por definir	
 sgd	Saccharomyces Genome Database	 https://www.yeastgenome.org/	NO	SI	https://www.wikidata.org/wiki/Q3460832	
 sgd.pathways	Saccharomyces genome database pathways	 http://pathway.yeastgenome.org/	NO	NO	por definir	
 sgn	Sol Genomics Network	 http://solgenomics.net/	NO	NO	por definir	
 sheepqtldb	Animal Genome Sheep QTL	 https://www.animalgenome.org/QTLdb	NO	NO	por definir	
 sibo	Social Inset Behavior Ontology	 https://github.com/obophenotype/sibo	NO	NO	por definir	
 sider.drug	SIDER Drug	 http://sideeffects.embl.de/	NO	NO	por definir	
 sider.effect	SIDER Side Effect	 http://sideeffects.embl.de/	NO	NO	por definir	
 sigmaaldirch	Sigma Aldrich	 https://www.sigmaaldrich.com	desconocido	NO	por definir	
 signaling-gateway	Signaling Gateway	 http://www.signaling-gateway.org/molecule	NO	NO	por definir	
 signor	SIGnaling Network Open Resource	 https://signor.uniroma2.it/	NO	NO	por definir	
 signor.relation	SIGNOR Relation	 https://signor.uniroma2.it	desconocido	NO	por definir	
 sio	Semanticscience Integrated Ontology	 https://www.ebi.ac.uk	NO	NO	por definir	
 sisu	Sequencing Initiative Suomi	 http://www.sisuproject.fi/	NO	NO	por definir	
 sitex	SitEx database of eukaryotic protein functional sites	 http://www-bionet.sscc.ru/sitex/	NO	NO	por definir	
 skip	Stemcell Knowledge and Information Portal	 https://skip.stemcellinformatics.org/en/	desconocido	NO	por definir	
 skos	Simple Knowledge Organization System	 https://www.w3.org/2004/02/skos/	desconocido	NO	por definir	
 slkbase	SUM Breast Cancer Cell Line Knowledge Base	 https://sumlineknowledgebase.com/	desconocido	NO	por definir	
 smart	Simple Modular Architecture Research Tool	 http://smart.embl-heidelberg.de/	NO	NO	por definir	
 smid	C. elegans Small Molecule Identifier Database	 https://smid-db.org/	desconocido	NO	por definir	
 smiles	Simplified Molecular Input Line Entry Specification Format	 https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html	desconocido	NO	Aunque tiene propiedad wikidata, no tiene un url en ella	
 smpdb	Small Molecule Pathway Database	 https://smpdb.ca/	NO	NO	por definir	
 snap	Snapshot	 http://ontology.buffalo.edu/smith/articles/SNAP_SPAN.pdf	desconocido	NO	por definir	
 snomedct	Systematized Nomenclature of Medicine-Clinical Terms	 http://www.snomedbrowser.com/	NO	SI	https://www.wikidata.org/wiki/Q1753883	
 snornabase	snoRNABase	 https://www-snorna.biotoul.fr/	desconocido	NO	Aunque tiene propiedad wikidata, no tiene un url en ella	
 snp2tfbs	SNP to Transcription Factor Binding Sites	 https://ccg.epfl.ch/snp2tfbs/	NO	NO	por definir	
 so	Sequence Ontology	 http://www.sequenceontology.org/	NO	NO	por definir	
 sopharm	Suggested Ontology for Pharmacogenomics	 http://www.loria.fr/~coulet/sopharm2.0_description.php	SI	NO	por definir	
 soybase	SoyBase	 http://soybase.org/	NO	NO	por definir	
 span	Span	 http://ontology.buffalo.edu/smith/articles/SNAP_SPAN.pdf	desconocido	NO	por definir	
 spd	Spider Anatomy Ontology	 http://research.amnh.org/atol/files/	NO	NO	Aunque tiene propiedad wikidata, no tiene un url en ella	
 spdx	Software Package Data Exchange License	 https://spdx.org	NO	NO	por definir	
 spike.map	SPIKE Map	 http://www.cs.tau.ac.il/~spike/	NO	NO	por definir	
 splash	Spectra Hash Code	 http://mona.fiehnlab.ucdavis.edu/	NO	NO	por definir	
 spp	Signaling Pathways Project	 https://www.signalingpathways.org/index.jsf	NO	NO	por definir	
 srao	Subject Resource Application Ontology	 https://github.com/FAIRsharing/subject-ontology	desconocido	NO	por definir	
 ssbd.dataset	SSBD: Systems Science of Biological Dynamics	 https://ssbd.riken.jp	desconocido	NO	por definir	
 ssbd.project	System Science of Biological Dynamics project	 https://ssbd.riken.jp	desconocido	NO	por definir	
 stap	Statistical Torsional Angles Potentials of NMR Refinement Database	 http://psb.kobic.re.kr/STAP/refinement/	NO	NO	por definir	
 stato	Statistics Ontology	 http://stato-ontology.org/	NO	NO	por definir	
 stitch	Search Tool for Interactions of Chemicals	 http://stitch.embl.de/	NO	NO	por definir	
 storedb	STOREDB	 https://www.storedb.org/	NO	NO	por definir	
 string	STRING	 http://string.embl.de/	NO	NO	por definir	
 sty	Semantic Types Ontology	 https://lhncbc.nlm.nih.gov/semanticnetwork/	desconocido	NO	por definir	
 subtilist	Bacillus subtilis strain 168 genome	 http://genolist.pasteur.fr/SubtiList/	NO	NO	por definir	
 subtiwiki	SubtiWiki	 http://www.subtiwiki.uni-goettingen.de/wiki/index.php/Main_Page	NO	NO	por definir	
 sugarbind	SugarBind	 http://sugarbind.expasy.org/	NO	NO	por definir	
 supfam	SUPERFAMILY	 http://supfam.org/SUPERFAMILY/	NO	NO	por definir	
 sweetrealm	Semantic Web for Earth and Environment Technology Ontology	 https://bioportal.bioontology.org/ontologies/SWEET	desconocido	NO	por definir	
 swh	Software Heritage	 https://archive.softwareheritage.org	NO	NO	por definir	
 swiss-model	SWISS-MODEL Repository of 3D protein structure models	 https://swissmodel.expasy.org	NO	NO	por definir	
 swisslipid	SwissLipids	 http://www.swisslipids.org/#/	NO	SI	https://www.wikidata.org/wiki/Q41165322	
 swissregulon	SwissRegulon	 http://swissregulon.unibas.ch	NO	NO	por definir	
 swo	SoftWare Ontology	 https://github.com/allysonlister/swo	NO	NO	por definir	
 symp	Symptom Ontology	 http://symptomontologywiki.igs.umaryland.edu/mediawiki/index.php/Main_Page	NO	NO	Aunque tiene propiedad wikidata, no tiene un url en ella	
 syoid	Gemina Symptom Ontology Identifier	 URL no encontrado	SI	NO	por definir	
 t3db	Toxin and Toxin Target Database	 http://www.t3db.org/	NO	NO	por definir	
 tads	Tick Gross Anatomy	 https://www.vectorbase.org/ontology-browser	NO	NO	por definir	
 tahe	Terminology of Anatomy of Human Embryology	 http://purl.obolibrary.org/obo/TAHE_$1	SI	NO	por definir	
 tahh	Terminology of Anatomy of Human Histology	 http://purl.obolibrary.org/obo/TAHH_$1	SI	NO	por definir	
 tair.gene	TAIR Gene	 http://arabidopsis.org/index.jsp	NO	NO	por definir	
 tair.locus	TAIR Locus	 http://arabidopsis.org/index.jsp	NO	NO	por definir	
 tair.protein	TAIR Protein	 http://arabidopsis.org/index.jsp	NO	NO	por definir	
 tao	Teleost Anatomy Ontology	 http://wiki.phenoscape.org/wiki/Teleost_Anatomy_Ontology	SI	NO	por definir	
 tarbase	TarBase	 http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index	NO	NO	por definir	
 taxrank	Taxonomic Rank Vocabulary	 https://github.com/phenoscape/taxrank	NO	NO	por definir	
 tcb	Tick Cell Biobank	 https://www.pirbright.ac.uk/tick-cell-lines-views-page	desconocido	NO	por definir	
 tcdb	Transporter Classification Database	 http://www.tcdb.org/	NO	SI	https://www.wikidata.org/wiki/Q142667	
 te	Terminologia Embryologica	 https://ifaa.unifr.ch/	desconocido	NO	Aunque tiene propiedad wikidata, no tiene un url en ella	
 tfclass	Transcription Factor Class	 http://tfclass.bioinf.med.uni-goettingen.de	desconocido	NO	por definir	
 tgd	Tetrahymena Genome Database	 http://ciliate.org/index.php/	NO	NO	por definir	
 tgma	Mosquito gross anatomy	 https://www.vectorbase.org/ontology-browser	NO	NO	por definir	
 tgn	Getty Thesaurus of Geographic Names	 https://www.getty.edu/research/tools/vocabularies/tgn/	SI	NO	por definir	
 th	Terminologia Histologica	 https://ifaa.unifr.ch/	desconocido	NO	por definir	
 thermofisher	Thermo Fisher Scientific	 https://www.thermofisher.com	desconocido	NO	por definir	
 tigrfam	TIGRFAMS	 http://www.jcvi.org/cgi-bin/tigrfams/Listing.cgi	NO	NO	por definir	
 tkg	Tohoku University cell line catalog	 http://www2.idac.tohoku.ac.jp/dep/ccr/	desconocido	NO	por definir	
 tngb	Telethon Network of Genetic Biobanks	 http://biobanknetwork.telethon.it/	desconocido	NO	por definir	
 to	Plant Trait Ontology	 http://browser.planteome.org/amigo	NO	NO	por definir	
 tokue	TOKU-E Cell-culture Database	 http://cell-lines.toku-e.com	SI	NO	por definir	
 tol	Tree of Life	 http://tolweb.org/tree/	NO	NO	por definir	
 topdb	Topology Data Bank of Transmembrane Proteins	 http://topdb.enzim.hu/	NO	NO	por definir	
 topfind	Termini-Oriented Protein Function INferred Database	 http://clipserve.clip.ubc.ca/topfind	NO	NO	por definir	
 toxoplasma	ToxoDB	 http://toxodb.org/toxo/	NO	NO	por definir	
 trans	Nurse Transitional	 https://github.com/DiseaseOntology/PathogenTransmissionOntology	NO	NO	por definir	
 transyt	Transport Systems Tracker	 https://www.bio.di.uminho.pt/	NO	NO	por definir	
 treebase	TreeBase	 http://treebase.org/	NO	NO	por definir	
 treefam	TreeFam	 http://www.treefam.org/	NO	NO	por definir	
 trichdb	TrichDB	 http://trichdb.org/trichdb/	NO	NO	por definir	
 tritrypdb	TriTrypDB	 http://tritrypdb.org/tritrypdb/	NO	NO	por definir	
 ttd.drug	TTD Drug	 http://bidd.nus.edu.sg/group/ttd/ttd.asp	NO	NO	por definir	
 ttd.target	TTD Target	 http://bidd.nus.edu.sg/group/ttd/ttd.asp	NO	NO	por definir	
 tto	Teleost Taxonomy Ontology	 https://github.com/phenoscape/teleost-taxonomy-ontology	NO	SI	https://www.wikidata.org/wiki/Q81661821	
 txpo	Toxic Process Ontology	 https://toxpilot.nibiohn.go.jp/	NO	NO	por definir	
 uberon	UBER anatomy ONtology	 http://bioportal.bioontology.org/ontologies/UBERON	NO	NO	Aunque tiene propiedad wikidata, no tiene un url en ella	
 ubio.namebank	uBio NameBank	 http://www.ubio.org	NO	NO	por definir	
 ubprop	Uberon Property	 All of these are typedefs in uberon now	SI	NO	por definir	
 ucsc	UCSC Genome Browser	 https://genome.ucsc.edu/	desconocido	NO	Aunque tiene propiedad wikidata, no tiene un url en ella	
 umbbd.compound	UM-BBD Compound	 http://umbbd.ethz.ch/	NO	NO	Aunque tiene propiedad wikidata, no tiene un url en ella	
 umbbd.enzyme	UM-BBD Enzyme	 http://umbbd.ethz.ch/	NO	NO	por definir	
 umbbd.pathway	UM-BBD Pathway	 http://umbbd.ethz.ch/	NO	NO	por definir	
 umbbd.reaction	UM-BBD Reaction	 http://umbbd.ethz.ch/	NO	SI	https://www.wikidata.org/wiki/Q24188985	
 umbbd.rule	UM-BBD Biotransformation Rule	 http://umbbd.ethz.ch/servlets/pageservlet?ptype=allrules	NO	NO	por definir	
 umls	Unified Medical Language System	 http://linkedlifedata.com/	NO	NO	Aunque tiene propiedad wikidata, no tiene un url en ella	
 unigene	UniGene gene-oriented nucleotide sequence clusters	 http://www.ncbi.nlm.nih.gov/unigene	NO	NO	por definir	
 unii	Unique Ingredient Identifier	 http://fdasis.nlm.nih.gov/srs/	NO	NO	Aunque tiene propiedad wikidata, no tiene un url en ella	
 unimod	Unimod	 http://www.unimod.org/	NO	NO	por definir	
 uniparc	UniParc	 https://www.ebi.ac.uk/uniparc/	NO	NO	por definir	
 unipathway.compound	UniPathway Compound	 http://www.grenoble.prabi.fr/obiwarehouse/unipathway	NO	NO	por definir	
 unipathway.reaction	UniPathway Reaction	 http://www.grenoble.prabi.fr/obiwarehouse/unipathway	NO	NO	por definir	
 uniprot	UniProt Knowledgebase	 https://www.uniprot.org/	NO	SI	https://www.wikidata.org/wiki/Q905695	
 uniprot.chain	UniProt Chain	 https://www.uniprot.org	NO	NO	por definir	
 uniprot.disease	UniProt Diseases	 https://www.uniprot.org/diseases/	desconocido	NO	por definir	
 uniprot.isoform	UniProt Isoform	 http://www.uniprot.org/	NO	NO	por definir	
 uniprot.keyword	UniProt Keywords	 http://www.uniprot.org/keywords/	desconocido	NO	por definir	
 uniprot.location	UniProt Subcellular Locations	 https://www.uniprot.org/locations/	desconocido	NO	por definir	
 uniprot.resource	UniProt Resource	 https://www.uniprot.org/database/	desconocido	NO	por definir	
 uniprot.tissue	Tissue List	 https://www.uniprot.org/docs/tisslist.txt	NO	NO	por definir	
 uniprot.var	UniProt Variants	 https://web.expasy.org/variant_pages	desconocido	NO	por definir	
 uniref	UniRef	 https://www.uniprot.org/	NO	NO	por definir	
 unirule	UniRule	 https://www.uniprot.org/unirule/	desconocido	NO	por definir	
 unists	UniSTS	 https://www.ncbi.nlm.nih.gov/sites/entrez?db=unists	NO	NO	por definir	
 unite	UNITE	 http://unite.ut.ee/	NO	NO	por definir	
 unpd	Universal Natural Products Database	 http://pkuxxj.pku.edu.cn/UNPD/	SI	NO	por definir	
 uo	Units Ontology	 https://www.ebi.ac.uk/ols/ontologies/uo	NO	NO	por definir	
 upa	Unipathway	 https://github.com/geneontology/unipathway	NO	SI	https://www.wikidata.org/wiki/Q85719315	
 upheno	Combined Phenotype Ontology	 https://github.com/obophenotype/upheno	NO	NO	por definir	
 uspto	United States Patent and Trademark Office	 http://patft.uspto.gov/netahtml/PTO/index.html	NO	NO	por definir	
 validatordb	ValidatorDB	 https://webchem.ncbr.muni.cz/Platform/ValidatorDb/	NO	NO	por definir	
 vandf	Veterans Health Administration National Drug File	 https://www.nlm.nih.gov/research/umls/sourcereleasedocs/current/VANDF	desconocido	NO	por definir	
 vario	Variation Ontology	 http://bioportal.bioontology.org/ontologies/VARIO	NO	NO	por definir	
 vbase2	VBASE2	 http://www.vbase2.org/vbase2.php	NO	NO	por definir	
 vbrc	Viral Bioinformatics Resource Center	 http://vbrc.org/	NO	NO	por definir	
 vcell	VCell Published Models	 https://health.uconn.edu/	NO	NO	por definir	
 vectorbase	VectorBase	 https://www.vectorbase.org/	NO	NO	por definir	
 vega	The Vertebrate Genome Annotation Database	 https://vega.archive.ensembl.org/index.html	desconocido	NO	por definir	
 vegbank	VegBank	 http://vegbank.org/	NO	NO	por definir	
 vfb	Virtual Fly Brain	 https://VirtualFlyBrain.org	NO	NO	por definir	
 vfdb.gene	VFDB Gene	 http://www.mgc.ac.cn/VFs/	NO	NO	por definir	
 vfdb.genus	VFDB Genus	 http://www.mgc.ac.cn/VFs/	NO	NO	por definir	
 vgnc	Vertebrate Gene Nomenclature Committee	 https://vertebrate.genenames.org	NO	NO	por definir	
 vhog	Vertebrate Homologous Organ Group Ontology	 http://purl.obolibrary.org/obo/VHOG_$1	SI	NO	por definir	
 viaf	Virtual International Authority File	 http://viaf.org	NO	NO	por definir	
 vido	Virus Infectious Disease Ontology	 https://github.com/infectious-disease-ontology-extensions/ido-virus	desconocido	NO	por definir	
 vipr	Virus Pathogen Database and Analysis Resource	 http://www.viprbrc.org/brc/home.do?decorator=vipr	NO	NO	por definir	
 viralzone	ViralZone	 http://www.expasy.org/viralzone/	NO	NO	por definir	
 virsirna	VIRsiRNA	 http://crdd.osdd.net/servers/virsirnadb	NO	NO	por definir	
 vmc	Variation Modelling Collaboration	 URL no encontrado	SI	NO	por definir	
 vmhgene	VMH Gene	 https://www.vmh.life/	NO	NO	por definir	
 vmhmetabolite	VMH metabolite	 https://www.vmh.life/	NO	NO	por definir	
 vmhreaction	VMH reaction	 https://www.vmh.life/	NO	NO	por definir	
 vo	Vaccine Ontology	 http://www.violinet.org/vaccineontology	NO	NO	por definir	
 void	Vocabulary of Interlinked Datasets	 http://vocab.deri.ie/void	desconocido	NO	por definir	
 vsao	Vertebrate Skeletal Anatomy Ontology	 https://www.nescent.org/phenoscape/Main_Page	SI	NO	por definir	
 vsdb	Veterinary Substances DataBase	 https://sitem.herts.ac.uk/aeru/vsdb	desconocido	NO	por definir	
 vso	Vital Sign Ontology	 https://bioportal.bioontology.org/ontologies/VSO	desconocido	NO	por definir	
 vt	Vertebrate Trait Ontology	 https://github.com/AnimalGenome/vertebrate-trait-ontology	NO	NO	por definir	
 vto	Vertebrate Taxonomy Ontology	 https://github.com/phenoscape/vertebrate-taxonomy-ontology	NO	NO	por definir	
 vuid	Veterans Health Administration (VHA) unique identifier	 https://www.va.gov/health	desconocido	NO	por definir	
 vz	ViralZone	 http://viralzone.expasy.org/	desconocido	SI	https://www.wikidata.org/wiki/Q15674507	
 wb.rnai	WormBase RNAi	 https://www.wormbase.org/	NO	NO	por definir	
 wbbt	C. elegans gross anatomy	 https://github.com/obophenotype/c-elegans-gross-anatomy-ontology	NO	NO	por definir	
 wbls	C. elegans development	 https://github.com/obophenotype/c-elegans-development-ontology	NO	NO	por definir	
 wbphenotype	C. elegans phenotype	 https://github.com/obophenotype/c-elegans-phenotype-ontology	NO	NO	por definir	
 webelements	Web Elements	 https://www.webelements.com/	desconocido	NO	por definir	
 wgs84	WGS84 Geo Positioning	 https://www.w3.org/2003/01/geo/wgs84_pos	desconocido	NO	por definir	
 wicell	WiCell Research Institute Cell Collection	 https://www.wicell.org	desconocido	NO	por definir	
 wikidata	Wikidata	 https://www.wikidata.org/	NO	NO	por definir	
 wikidata.property	Wikidata Property	 https://www.wikidata.org	desconocido	NO	por definir	
 wikigenes	WikiGenes	 http://www.wikigenes.org/	NO	NO	por definir	
 wikipathways	WikiPathways	 http://www.wikipathways.org/	NO	SI	https://www.wikidata.org/wiki/Q7999828	
 wikipedia.en	Wikipedia	 http://en.wikipedia.org/wiki/Main_Page	NO	NO	por definir	
 worfdb	Worfdb	 http://worfdb.dfci.harvard.edu/	NO	NO	por definir	
 wormbase	WormBase	 https://www.wormbase.org/	NO	SI	https://www.wikidata.org/wiki/Q3570042	
 wormpep	Wormpep	 https://www.wormbase.org/db/seq/protein	NO	NO	por definir	
 worms	World Register of Marine Species	 http://www.marinespecies.org/	NO	NO	por definir	
 wwf.ecoregion	World Wildlife Fund Ecoregion	 https://www.worldwildlife.org/biomes	desconocido	SI	https://www.wikidata.org/wiki/Q929975	
 xao	Xenopus Anatomy Ontology	 http://www.xenbase.org/anatomy/xao.do?method=display	NO	NO	Aunque tiene propiedad wikidata, no tiene un url en ella	
 xco	Experimental Conditions Ontology	 https://rgd.mcw.edu/rgdweb/ontology/view.html?acc_id=XCO:0000000	NO	NO	por definir	
 xenbase	Xenopus laevis and tropicalis biology and genomics resource	 https://www.xenbase.org/	NO	NO	por definir	
 ximbio	Ximbio	 https://ximbio.com	desconocido	NO	por definir	
 xl	Cross-linker reagents ontology	 http://www.psidev.info/groups/controlled-vocabularies	SI	NO	por definir	
 xlmod	mass spectrometry cross-linking and derivatization reagents	 http://www.psidev.info/groups/controlled-vocabularies	NO	NO	por definir	
 xpo	Xenopus Phenotype Ontology	 https://github.com/obophenotype/xenopus-phenotype-ontology	NO	NO	por definir	
 xsd	XML Schema Definition	 http://www.w3.org/2001/XMLSchema	desconocido	NO	por definir	
 xuo	XUO	 URL no encontrado	SI	NO	por definir	
 ydpm	Yeast Deletion and the Mitochondrial Proteomics Project	 http://www-deletion.stanford.edu/YDPM/	NO	NO	por definir	
 yeastintron	Yeast Intron Database v4.3	 http://intron.ucsc.edu/yeast4.3/	NO	NO	por definir	
 yetfasco	YeTFasCo	 http://yetfasco.ccbr.utoronto.ca/	NO	NO	por definir	
 yid	Yeast Intron Database v3	 http://compbio.soe.ucsc.edu/yeast_introns.html	NO	NO	por definir	
 ymdb	The Yeast Metabolome Database	 http://www.ymdb.ca	desconocido	NO	por definir	
 yrcpdr	Yeast Resource Center Public Data Repository	 http://www.yeastrc.org/pdr/	NO	NO	por definir	
 zea	Maize Gross Anatomy Ontology	 http://www.maizemap.org/	SI	NO	por definir	
 zeco	Zebrafish Experimental Conditions Ontology	 https://github.com/ybradford/zebrafish-experimental-conditions-ontology	NO	NO	por definir	
 zfa	Zebrafish anatomy and development	 https://wiki.zfin.org/display/general/Anatomy+Atlases+and+Resources	NO	NO	por definir	
 zfin	The Zebrafish Information Network	 http://zfin.org	NO	SI	https://www.wikidata.org/wiki/Q29128476	
 zfs	Zebrafish Developmental Stages	 https://wiki.zfin.org/display/general/Anatomy+Atlases+and+Resources	NO	NO	por definir	
 zinc	ZINC is not Commercial	 http://zinc15.docking.org/	NO	NO	Aunque tiene propiedad wikidata, no tiene un url en ella	
 zp	Zebrafish Phenotype Ontology	 https://github.com/obophenotype/zebrafish-phenotype-ontology	NO	NO	por definir	
